"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
381,"2019-04-02 13:04:36.6180","2019-04-02 13:10:58.0660",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29530,"Subscriber",1984,1
717,"2019-04-02 13:47:47.8980","2019-04-02 13:59:45.5410",3183,"Exchange Place",40.7162469,-74.0334588,3192,"Liberty Light Rail",40.7112423,-74.0557013,29262,"Subscriber",1984,1
337,"2019-04-02 15:22:34.1210","2019-04-02 15:28:11.1920",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29237,"Subscriber",1987,1
1293,"2019-04-02 16:14:14.3570","2019-04-02 16:35:47.4290",3183,"Exchange Place",40.7162469,-74.0334588,3210,"Pershing Field",40.742677141,-74.051788633,26316,"Subscriber",1991,1
157,"2019-04-02 16:30:21.5860","2019-04-02 16:32:58.6760",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29277,"Subscriber",1980,1
537,"2019-04-02 16:54:52.8010","2019-04-02 17:03:50.2010",3183,"Exchange Place",40.7162469,-74.0334588,3203,"Hamilton Park",40.727595966,-74.044247311,29205,"Subscriber",1994,2
999,"2019-04-02 17:24:01.6220","2019-04-02 17:40:41.0410",3183,"Exchange Place",40.7162469,-74.0334588,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29442,"Subscriber",1969,0
2258,"2019-04-02 17:26:11.4230","2019-04-02 18:03:49.9560",3183,"Exchange Place",40.7162469,-74.0334588,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,29466,"Subscriber",1976,1
1553,"2019-04-02 17:26:18.3300","2019-04-02 17:52:12.2170",3183,"Exchange Place",40.7162469,-74.0334588,3220,"5 Corners Library",40.734961020009514,-74.0595030784607,29443,"Subscriber",1985,1
1507,"2019-04-02 17:27:14.3250","2019-04-02 17:52:22.2880",3183,"Exchange Place",40.7162469,-74.0334588,3220,"5 Corners Library",40.734961020009514,-74.0595030784607,29210,"Subscriber",1985,1
1101,"2019-04-02 17:28:29.7560","2019-04-02 17:46:51.0660",3183,"Exchange Place",40.7162469,-74.0334588,3212,"Christ Hospital",40.734785818,-74.050443636,29450,"Subscriber",1987,1
222,"2019-04-02 17:28:48.2510","2019-04-02 17:32:31.1930",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26215,"Subscriber",1968,1
319,"2019-04-02 17:31:25.5410","2019-04-02 17:36:45.1240",3183,"Exchange Place",40.7162469,-74.0334588,3211,"Newark Ave",40.72152515,-74.046304543,26239,"Subscriber",1976,1
335,"2019-04-02 17:31:25.6880","2019-04-02 17:37:01.6510",3183,"Exchange Place",40.7162469,-74.0334588,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,26311,"Subscriber",1980,1
579,"2019-04-02 17:51:05.5840","2019-04-02 18:00:45.1810",3183,"Exchange Place",40.7162469,-74.0334588,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,29485,"Subscriber",1969,0
2366,"2019-04-02 17:54:13.7010","2019-04-02 18:33:39.9220",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29242,"Subscriber",1993,1
173,"2019-04-02 17:54:45.7470","2019-04-02 17:57:39.3470",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29544,"Subscriber",1960,1
434,"2019-04-02 17:58:22.9770","2019-04-02 18:05:37.4320",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,29203,"Subscriber",1991,1
287,"2019-04-02 18:03:28.5840","2019-04-02 18:08:16.4900",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26166,"Subscriber",1984,1
412,"2019-04-02 18:07:23.3850","2019-04-02 18:14:16.1870",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,29440,"Subscriber",1982,1
275,"2019-04-02 18:08:46.7320","2019-04-02 18:13:22.4960",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29490,"Subscriber",1989,2
231,"2019-04-02 18:13:11.2830","2019-04-02 18:17:02.4720",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26171,"Subscriber",1973,1
587,"2019-04-02 18:14:56.4640","2019-04-02 18:24:44.3740",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,29294,"Customer",1969,0
244,"2019-04-02 18:16:24.6240","2019-04-02 18:20:28.6780",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,29227,"Subscriber",1979,1
224,"2019-04-02 18:18:48.1610","2019-04-02 18:22:33.1130",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26266,"Subscriber",1977,1
442,"2019-04-02 18:25:43.7650","2019-04-02 18:33:06.3830",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,29616,"Subscriber",1990,1
299,"2019-04-02 18:27:27.7350","2019-04-02 18:32:27.6680",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29510,"Subscriber",1979,1
1305,"2019-04-02 18:28:27.6160","2019-04-02 18:50:12.9530",3183,"Exchange Place",40.7162469,-74.0334588,3191,"Union St",40.7182113,-74.0836394,29673,"Customer",1994,1
122,"2019-04-02 18:32:26.8460","2019-04-02 18:34:29.8140",3183,"Exchange Place",40.7162469,-74.0334588,3639,"Harborside",40.7192517,-74.034234,26209,"Subscriber",1985,1
168,"2019-04-02 18:38:17.8190","2019-04-02 18:41:06.6030",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29590,"Subscriber",1967,1
186,"2019-04-02 18:51:04.8270","2019-04-02 18:54:11.7830",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26165,"Subscriber",1989,1
420,"2019-04-02 18:53:36.1780","2019-04-02 19:00:36.4860",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,26193,"Subscriber",1976,2
212,"2019-04-02 18:54:51.0980","2019-04-02 18:58:23.1760",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29536,"Subscriber",1990,1
288,"2019-04-02 19:34:01.8080","2019-04-02 19:38:50.6970",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29498,"Subscriber",1981,0
675,"2019-04-02 19:58:44.5320","2019-04-02 20:10:00.3380",3183,"Exchange Place",40.7162469,-74.0334588,3199,"Newport Pkwy",40.7287448,-74.0321082,26305,"Subscriber",1969,0
280,"2019-04-02 20:01:44.1490","2019-04-02 20:06:24.4580",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29296,"Subscriber",1991,1
240,"2019-04-02 21:12:35.4120","2019-04-02 21:16:35.6260",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26238,"Subscriber",1989,1
167,"2019-04-02 21:18:33.0660","2019-04-02 21:21:20.7750",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26216,"Subscriber",1994,1
258,"2019-04-02 21:54:58.1270","2019-04-02 21:59:16.1960",3183,"Exchange Place",40.7162469,-74.0334588,3213,"Van Vorst Park",40.71848892,-74.047726625,29123,"Subscriber",1969,0
227,"2019-04-02 23:27:22.2940","2019-04-02 23:31:09.3510",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29670,"Subscriber",1990,1
98,"2019-04-03 07:42:00.9570","2019-04-03 07:43:39.6860",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,26183,"Subscriber",1966,1
101,"2019-04-03 08:02:22.6290","2019-04-03 08:04:04.5230",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29598,"Subscriber",1966,1
1572,"2019-04-03 09:02:49.6050","2019-04-03 09:29:02.3760",3183,"Exchange Place",40.7162469,-74.0334588,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,29122,"Customer",1969,0
147,"2019-04-03 10:43:38.0420","2019-04-03 10:46:05.7570",3183,"Exchange Place",40.7162469,-74.0334588,3681,"Grand St",40.71517767732029,-74.03768330812454,29535,"Subscriber",1971,1
393,"2019-04-03 11:26:50.9960","2019-04-03 11:33:24.2920",3183,"Exchange Place",40.7162469,-74.0334588,3203,"Hamilton Park",40.727595966,-74.044247311,29591,"Subscriber",1976,1
353,"2019-04-03 12:24:50.2430","2019-04-03 12:30:43.8080",3183,"Exchange Place",40.7162469,-74.0334588,3639,"Harborside",40.7192517,-74.034234,29668,"Subscriber",1969,0
218,"2019-04-03 12:33:33.8690","2019-04-03 12:37:11.8900",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29481,"Subscriber",1980,1
226,"2019-04-03 14:28:16.7750","2019-04-03 14:32:03.4310",3183,"Exchange Place",40.7162469,-74.0334588,3481,"York St",40.71649,-74.04105,29556,"Subscriber",1984,2
762,"2019-04-03 15:10:21.6680","2019-04-03 15:23:04.4400",3183,"Exchange Place",40.7162469,-74.0334588,3183,"Exchange Place",40.7162469,-74.0334588,26193,"Subscriber",1965,1
560,"2019-04-03 15:36:13.7610","2019-04-03 15:45:34.5600",3183,"Exchange Place",40.7162469,-74.0334588,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,29481,"Subscriber",1987,2
484,"2019-04-03 15:38:55.6400","2019-04-03 15:47:00.3230",3183,"Exchange Place",40.7162469,-74.0334588,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,26193,"Subscriber",1982,1
356,"2019-04-03 16:06:07.9290","2019-04-03 16:12:04.7600",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26201,"Subscriber",1987,1
274,"2019-04-03 16:40:08.4240","2019-04-03 16:44:43.2980",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29619,"Subscriber",1976,2
280,"2019-04-03 16:40:22.9580","2019-04-03 16:45:03.9340",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26297,"Subscriber",1968,1
626,"2019-04-03 16:40:27.8750","2019-04-03 16:50:54.5870",3183,"Exchange Place",40.7162469,-74.0334588,3192,"Liberty Light Rail",40.7112423,-74.0557013,29604,"Subscriber",1981,2
223,"2019-04-03 16:56:41.7640","2019-04-03 17:00:24.8200",3183,"Exchange Place",40.7162469,-74.0334588,3681,"Grand St",40.71517767732029,-74.03768330812454,26253,"Subscriber",1970,1
246,"2019-04-03 17:04:38.0000","2019-04-03 17:08:44.4970",3183,"Exchange Place",40.7162469,-74.0334588,3185,"City Hall",40.7177325,-74.043845,29214,"Subscriber",1986,1
302,"2019-04-03 17:09:22.9920","2019-04-03 17:14:25.2210",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29668,"Subscriber",1981,0
373,"2019-04-03 17:11:58.9460","2019-04-03 17:18:12.4580",3183,"Exchange Place",40.7162469,-74.0334588,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,26157,"Subscriber",1983,1
338,"2019-04-03 17:16:14.5090","2019-04-03 17:21:53.0790",3183,"Exchange Place",40.7162469,-74.0334588,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29507,"Subscriber",1977,1
136,"2019-04-03 17:19:14.0370","2019-04-03 17:21:30.5430",3183,"Exchange Place",40.7162469,-74.0334588,3639,"Harborside",40.7192517,-74.034234,26238,"Subscriber",1969,0
1697,"2019-04-03 17:20:44.7400","2019-04-03 17:49:02.1730",3183,"Exchange Place",40.7162469,-74.0334588,3203,"Hamilton Park",40.727595966,-74.044247311,26203,"Subscriber",1956,1
275,"2019-04-03 17:27:10.0430","2019-04-03 17:31:45.6470",3183,"Exchange Place",40.7162469,-74.0334588,3187,"Warren St",40.7211236,-74.03805095,26166,"Subscriber",1987,1
401,"2019-04-03 17:27:57.0550","2019-04-03 17:34:38.4750",3183,"Exchange Place",40.7162469,-74.0334588,3681,"Grand St",40.71517767732029,-74.03768330812454,29610,"Subscriber",1962,1
1445,"2019-04-03 17:28:20.6030","2019-04-03 17:52:25.7630",3183,"Exchange Place",40.7162469,-74.0334588,3268,"Lafayette Park",40.71346382669195,-74.06285852193832,29502,"Subscriber",1989,1
344,"2019-04-03 17:36:15.3430","2019-04-03 17:41:59.5140",3183,"Exchange Place",40.7162469,-74.0334588,3211,"Newark Ave",40.72152515,-74.046304543,26230,"Subscriber",1976,1
375,"2019-04-03 17:44:52.9870","2019-04-03 17:51:08.3180",3183,"Exchange Place",40.7162469,-74.0334588,3213,"Van Vorst Park",40.71848892,-74.047726625,29296,"Subscriber",1962,1
280,"2019-04-03 17:45:17.0160","2019-04-03 17:49:57.4870",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26216,"Subscriber",1989,1
115,"2019-04-03 17:48:34.3760","2019-04-03 17:50:30.3510",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,26191,"Subscriber",1985,1
207,"2019-04-03 17:49:47.9160","2019-04-03 17:53:14.9390",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29647,"Subscriber",1960,1
113,"2019-04-03 17:53:36.5650","2019-04-03 17:55:30.0670",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,26221,"Subscriber",1985,1
189,"2019-04-03 17:56:12.8670","2019-04-03 17:59:22.6420",3183,"Exchange Place",40.7162469,-74.0334588,3681,"Grand St",40.71517767732029,-74.03768330812454,29199,"Subscriber",1988,2
1608,"2019-04-03 17:56:56.5990","2019-04-03 18:23:44.6880",3183,"Exchange Place",40.7162469,-74.0334588,3220,"5 Corners Library",40.734961020009514,-74.0595030784607,29475,"Subscriber",1985,1
632,"2019-04-03 17:57:12.1630","2019-04-03 18:07:44.6630",3183,"Exchange Place",40.7162469,-74.0334588,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,29616,"Subscriber",1969,0
268,"2019-04-03 17:57:22.0110","2019-04-03 18:01:50.3240",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29216,"Subscriber",1967,1
105,"2019-04-03 17:59:12.3350","2019-04-03 18:00:58.1990",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,26292,"Subscriber",1985,1
194,"2019-04-03 17:59:31.1230","2019-04-03 18:02:45.9670",3183,"Exchange Place",40.7162469,-74.0334588,3214,"Essex Light Rail",40.7127742,-74.0364857,29484,"Subscriber",1988,1
